140,40,-52
140,45,-50
140,50,-51
140,55,-51
140,60,-51
140,65,-51
140,70,-51
140,75,-50
150,25,-45
150,30,-47
150,35,-51
150,40,-51
150,45,-49
150,50,-49
150,55,-52
150,60,-52
150,65,-42
150,70,-52
150,75,-52
160,25,-52
160,30,-55
160,35,-55
160,40,-54
160,45,-54
160,50,-54
160,55,-55
160,60,-55
160,65,-55
160,70,-55
160,75,-55
170,25,-54
170,30,-54
170,35,-54
170,40,-54
170,45,-54
170,50,-55
170,55,-55
170,60,-55
170,65,-55
170,70,-55
170,75,-57
180,25,-51
180,30,-51
180,35,-49
180,40,-49
180,45,-49
180,50,-49
180,55,-49
180,60,-49
180,65,-49
180,70,-51
180,75,-51
30,45,-39
30,47,-39
30,49,-39
30,51,-39
30,53,-39
30,55,-39
30,57,-39
30,59,-39
30,61,-39
30,63,-39
30,65,-39
32,45,-39
32,47,-39
32,49,-39
32,51,-39
32,53,-39
32,55,-39
32,57,-39
32,59,-39
32,61,-38
32,63,-38
32,65,-38
34,45,-38
34,47,-38
34,49,-37
34,51,-37
34,53,-38
34,55,-38
34,57,-37
34,59,-37
34,61,-37
34,63,-38
34,65,-38
36,45,-37
36,47,-37
36,49,-37
36,51,-37
36,53,-37
36,55,-36
36,57,-36
36,59,-36
36,61,-36
36,63,-36
36,65,-36
38,45,-36
38,47,-36
38,49,-36
38,51,-36
38,53,-36
38,55,-35
38,57,-35
38,59,-35
38,61,-35
38,63,-35
38,65,-37
40,45,-37
40,47,-36
40,49,-36
40,51,-36
40,53,-36
40,55,-36
40,57,-36
40,59,-36
40,61,-36
40,63,-36
40,65,-35
42,45,-35
42,47,-35
42,49,-35
42,51,-35
42,53,-35
42,55,-35
42,57,-35
42,59,-35
42,61,-35
42,63,-35
42,65,-35
44,45,-36
44,47,-36
44,49,-35
44,51,-35
44,53,-35
44,55,-35
44,57,-35
44,59,-35
44,61,-35
44,63,-35
44,65,-35
46,45,-35
46,47,-35
46,49,-35
46,51,-35
46,53,-35
46,55,-35
46,57,-35
46,59,-35
46,61,-36
46,63,-35
46,65,-35
48,45,-35
48,47,-35
48,49,-35
48,51,-34
48,53,-34
48,55,-34
48,57,-36
48,59,-36
48,61,-36
48,63,-36
48,65,-36
50,45,-36
50,47,-35
50,49,-35
50,51,-35
50,53,-35
50,55,-35
50,57,-35
50,59,-36
50,61,-36
50,63,-36
50,65,-36
------ FINAL BEST VALUES ------
Pan: 40, Tilt: 55, RSSI: -34
